,codipreg,pregunta,pregunta_mask,x,y,cluster
196,197,¿Cuál es el costo fiscal de... el sistema SUATS?,[LOC] es el costo fiscal de... el sistema [ORG]?,-0.33276138,6.2587514,-1
197,198,¿Cuál es el multiplicador fiscal de... la recaudación de Ingresos Brutos en función de la actividad económica para el período 2022-2025?,[LOC] es el multiplicador fiscal de... la recaudación de [MISC] en función de la actividad económica para el período 2022-2025?,-2.1854835,8.352741,24
198,199,¿Subió mucho el... la suba de impuestos en 2025?,¿[MISC] mucho el... la suba de impuestos en 2025?,-0.030650273,-1.8837327,22
199,200,Estimar el impacto real de... la recaudación de Automotor en función de la política de alícuotas?,[LOC] el impacto real de... la recaudación de [PER] en función de la política de alícuotas?,3.797469,7.5537305,24
200,201,¿Qué pasa si no pago... mis impuestos en 2023?,¿[LOC] pasa si no pago... mis impuestos en 2023?,-0.07381312,-2.512799,22
201,202,¿Cuál es la correlación entre... la recaudación de Ingresos Brutos en función de la actualización catastral?,[LOC] es la correlación entre... la recaudación de [MISC] en función de la actualización catastral?,4.806271,5.071801,-1
202,203,¿Cómo podemos justificar... la Ley de Coparticipación Municipal?,[MISC] podemos justificar... la [MISC],1.9665848,5.9171395,-1
203,204,¿Qué opinan los intendentes sobre... la relación con los municipios?,¿[LOC] opinan los intendentes sobre... la relación con los municipios?,1.0417054,4.8457265,-1
204,205,¿Subió mucho el... el Impuesto Inmobiliario?,¿[MISC] mucho el... el [LOC]?,1.9708319,5.8240824,-1
205,206,Analizar la elasticidad de... la recaudación de Automotor en función de la actualización catastral?,[LOC] la elasticidad de... la recaudación de [PER] en función de la actualización catastral?,4.9347734,5.320573,-1
206,207,Proyectar la recaudación de... la recaudación de Inmobiliario en función de la implementación del SUATS?,Proyectar la recaudación de... la recaudación de [PER] en función de la implementación del [ORG]?,3.9309435,6.8357577,-1
207,208,¿Por qué tengo que pagar tanto por... el Impuesto Inmobiliario en 2025?,¿Por qué tengo que pagar tanto por... el [LOC] en 2025?,17.56947,3.5870707,26
208,209,Análisis econométrico de... la recaudación de Ingresos Brutos en función de la política de alícuotas?,[PER] econométrico de... la recaudación de [MISC] en función de la política de alícuotas?,4.0489287,7.266853,24
209,210,Proyectar la recaudación de... la recaudación de Sellos en función de la implementación del SUATS?,Proyectar la recaudación de... la recaudación de [LOC] en función de la implementación del [ORG]?,3.9696925,6.790329,-1
210,211,¿Dónde puedo pagar... mis impuestos en 2026?,¿Dónde puedo pagar... mis impuestos en 2026?,1.9559649,-2.1385481,-1
211,212,El debate sobre... la reforma del Impuesto Inmobiliario?,El debate sobre... la reforma del Impuesto Inmobiliario?,-2.8394763,4.237502,-1
212,213,Mi boleta de... el Impuesto Automotor en 2024?,Mi boleta de... el [MISC] en 2024?,14.435636,10.3257475,21
213,214,El debate sobre... la estrategia de comunicación fiscal?,El debate sobre... la estrategia de comunicación fiscal?,-1.0637925,4.974097,-1
214,215,Proyectar la recaudación de... la recaudación de Inmobiliario en función de el tipo de cambio real para el período 2022-2025?,Proyectar la recaudación de... la recaudación de [PER] en función de el tipo de cambio real para el período 2022-2025?,0.21960509,10.979498,24
215,216,El debate sobre... la dependencia de los fondos nacionales?,El debate sobre... la dependencia de los fondos nacionales?,-0.47817767,5.6258864,-1
216,217,¿Qué pasa si no pago... la suba de impuestos en 2022?,¿[LOC] pasa si no pago... la suba de impuestos en 2022?,-0.063007,-2.1934428,22
217,218,¿Cuál es la correlación entre... la recaudación de Ingresos Brutos en función de la inflación?,[LOC] es la correlación entre... la recaudación de [MISC] en función de la inflación?,2.7767122,10.100361,-1
218,219,¿Qué pasa si no pago... el Impuesto Automotor en 2021?,¿[LOC] pasa si no pago... el [MISC] en 2021?,13.709439,7.9442735,29
219,220,El debate sobre... los topes al Impuesto Automotor?,El debate sobre... los topes al [MISC]?,1.8506327,5.8695974,-1
220,221,Evaluar la progresividad del... la recaudación de Automotor en función de la inflación?,Evaluar la progresividad del... la recaudación de [PER] en función de la inflación?,2.7075098,10.130687,24
221,222,¿Qué pasa si no pago... el Impuesto Automotor en 2023?,¿[LOC] pasa si no pago... el [MISC] en 2023?,13.724989,7.9695454,29
222,223,Entendiendo el... el Impuesto Automotor en 2023?,Entendiendo el... el [MISC] en 2023?,6.914139,12.392895,21
223,224,Análisis econométrico de... la recaudación de Inmobiliario en función de la actualización catastral?,[PER] econométrico de... la recaudación de [PER] en función de la actualización catastral?,4.9883914,5.346438,24
224,225,Modelizar el impacto de... la recaudación de Inmobiliario en función de la actividad económica?,[PER] el impacto de... la recaudación de [PER] en función de la actividad económica?,3.1669471,8.067379,-1
225,226,¿Subió mucho el... mis impuestos en 2024?,¿[MISC] mucho el... mis impuestos en 2024?,0.067178845,-2.6818411,22
226,227,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2013.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2013.",12.112311,15.270902,5
227,228,"Analizar la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la EPH para el año 2014.","[LOC] la progresividad o regresividad del sistema tributario provincial, con foco en los impuestos patrimoniales, utilizando datos de la [ORG] para el año 2014.",12.110322,15.26883,5
228,229,"Calcular la brecha fiscal (tax gap) para el Impuesto Automotor en el año 2006, diferenciando entre evasión y elusión.","Calcular la brecha fiscal (tax gap) para el [MISC] en el año 2006, diferenciando entre evasión y elusión.",10.08654,20.896618,19
229,230,"Calcular la brecha fiscal (tax gap) para el Impuesto Automotor en el año 2013, diferenciando entre evasión y elusión.","Calcular la brecha fiscal (tax gap) para el [MISC] en el año 2013, diferenciando entre evasión y elusión.",10.042248,20.88635,19
230,231,"Calcular la brecha fiscal (tax gap) para el Impuesto de Sellos, diferenciando entre evasión y elusión.","Calcular la brecha fiscal (tax gap) para el [LOC], diferenciando entre evasión y elusión.",9.812758,20.645607,19
231,232,"Calcular la brecha fiscal (tax gap) para el Impuesto sobre los Ingresos Brutos en el año 2018, diferenciando entre evasión y elusión.","Calcular la brecha fiscal (tax gap) para el [LOC] sobre los [LOC] en el año 2018, diferenciando entre evasión y elusión.",10.002177,20.337667,19
232,233,Cuantificar en términos reales la pérdida de recaudación generada por los topes aplicados al Impuesto Automotor.,Cuantificar en términos reales la pérdida de recaudación generada por los topes aplicados al [MISC].,5.9521627,6.7247987,-1
233,234,Cuantificar en términos reales la pérdida de recaudación generada por los topes aplicados al Impuesto Inmobiliario durante el período de alta inflación de 2000-2021.,Cuantificar en términos reales la pérdida de recaudación generada por los topes aplicados al [LOC] durante el período de alta inflación de 2000-2021.,-1.4020582,16.005646,25
234,235,Desarrollar un índice de autonomía fiscal para los municipios de Mendoza y analizar su evolución desde el año 2004.,Desarrollar un índice de autonomía fiscal para los municipios de [LOC] y analizar su evolución desde el año 2004.,7.4280176,-11.576087,6
235,236,Desarrollar un índice de autonomía fiscal para los municipios de Mendoza y analizar su evolución.,Desarrollar un índice de autonomía fiscal para los municipios de [LOC] y analizar su evolución.,7.424014,-11.5775,6
236,237,Estimar la elasticidad de la recaudación del Impuesto Automotor con respecto a el nivel de actividad económica.,[LOC] la elasticidad de la recaudación del [MISC] con respecto a el nivel de actividad económica.,2.572373,8.474758,-1
237,238,Estimar la elasticidad de la recaudación del Impuesto Automotor con respecto a la cotización del dólar para el período 1998-2007.,[LOC] la elasticidad de la recaudación del [MISC] con respecto a la cotización del dólar para el período 1998-2007.,-3.0824463,-1.4282612,-1
238,239,Estimar la elasticidad de la recaudación del Impuesto Inmobiliario con respecto a el ciclo económico para el período 1996-2016.,[LOC] la elasticidad de la recaudación del [LOC] con respecto a el ciclo económico para el período 1996-2016.,2.4317672,8.644422,24
239,240,Estimar la elasticidad de la recaudación del Impuesto Inmobiliario con respecto a la tasa de desempleo,[LOC] la elasticidad de la recaudación del [LOC] con respecto a la tasa de desempleo,1.7919338,8.883952,-1
240,241,Estimar la elasticidad de la recaudación del Impuesto sobre los Ingresos Brutos con respecto a el ciclo económico,[LOC] la elasticidad de la recaudación del [LOC] sobre los Ingresos Brutos con respecto a el ciclo económico,2.4406674,8.639799,24
241,242,Evaluar el efecto multiplicador de la inversión pública financiada con la recaudación de la recaudación total en la economía local.,Evaluar el efecto multiplicador de la inversión pública financiada con la recaudación de la recaudación total en la economía local.,-0.7248787,0.79652977,-1
242,243,Evaluar la posibilidad de proponer una reforma a la ley de la eficiencia administrativa para mejorar la autonomía de los municipios.,Evaluar la posibilidad de proponer una reforma a la ley de la eficiencia administrativa para mejorar la autonomía de los municipios.,1.5301667,4.4954257,-1
243,244,Modelar el impacto de la reforma del sistema de coparticipación del año 2024 en las finanzas de los municipios de primera y segunda categoría.,Modelar el impacto de la reforma del sistema de coparticipación del año 2024 en las finanzas de los municipios de primera y segunda categoría.,-7.979788,-2.5599267,4
244,245,Proyectar la recaudación de la coparticipación federal para el próximo quinquenio (1992-2017) utilizando un modelo ARIMA.,Proyectar la recaudación de la coparticipación federal para el próximo quinquenio (1992-2017) utilizando un modelo ARIMA.,11.641762,-0.8150874,3
245,246,Proyectar la recaudación de la recaudación total utilizando un modelo ARIMA.,Proyectar la recaudación de la recaudación total utilizando un modelo ARIMA.,11.663028,-0.864319,-1
246,247,"Realizar un análisis de series de tiempo de la recaudación del Impuesto Automotor, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [MISC], descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-6.9063196,11.401729,-1
247,248,"Realizar un análisis de series de tiempo de la recaudación del Impuesto de Sellos entre 1999 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.","Realizar un análisis de series de tiempo de la recaudación del [LOC] entre 1999 y 2018, descomponiendo sus componentes de tendencia, estacionalidad y ciclo.",-5.597826,12.237067,7
248,249,"Recibí una intimación por una deuda del Impuesto de Sellos del año 2014, ¿qué debo hacer?","[PER] una intimación por una deuda del [LOC] del año 2014, [MISC]qué debo hacer?",20.989069,11.929051,11
249,250,¿Cuál es el beneficio de ser un contribuyente cumplidor con el Impuesto sobre los Ingresos Brutos?,[LOC] es el beneficio de ser un contribuyente cumplidor con el [MISC] sobre los [MISC]?,2.8937106,6.8757463,-1
250,251,¿Cuál es el costo político de aumentar la recaudación total versus mejorar la eficiencia en el cobro?,[LOC] es el costo político de aumentar la recaudación total versus mejorar la eficiencia en el cobro?,0.24880373,3.7551203,-1
251,252,¿Cuál sería el impacto fiscal de reducir las alícuotas del Impuesto Inmobiliario en un 10% para el presupuesto del año 2028?,¿Cuál sería el impacto fiscal de reducir las alícuotas del [LOC] en un 10% para el presupuesto del [MISC]?,14.254716,-2.334949,23
252,253,¿Cuál sería el impacto fiscal de reducir las alícuotas del Impuesto de Sellos en un 10% para el presupuesto del año 2026?,¿Cuál sería el impacto fiscal de reducir las alícuotas del [LOC] en un 10% para el presupuesto del año 2026?,14.019239,-2.0970523,23
253,254,¿Cuál sería el impacto fiscal de reducir las alícuotas del Impuesto sobre los Ingresos Brutos en un 10% ?,¿Cuál sería el impacto fiscal de reducir las alícuotas del [LOC] sobre los [LOC] en un 10% ?,14.137484,-2.2162669,23
254,255,¿Cómo afectó el ciclo económico al valor de mis impuestos en el año 2024?,[MISC] afectó el ciclo económico al valor de mis impuestos en el año 2024?,0.23127964,-4.576376,22
255,256,¿Cómo afectó el nivel de actividad económica al valor de mis impuestos en el año 1999?,[MISC] afectó el nivel de actividad económica al valor de mis impuestos en el año 1999?,0.21412252,-4.6267953,22
256,257,¿Cómo afectó la inflación al valor de mis impuestos en el año 2018?,[MISC] afectó la inflación al valor de mis impuestos en el año 2018?,0.41152784,-4.794242,-1
257,258,¿Cómo afectó la tasa de desempleo al valor de mis impuestos en el año?,[MISC] afectó la tasa de desempleo al valor de mis impuestos en el año?,-4.1525397,-3.1826494,-1
258,259,¿Cómo podemos fortalecer la coparticipación municipal sin generar un conflicto con el gobierno nacional?,[MISC] podemos fortalecer la coparticipación municipal sin generar un conflicto con el gobierno nacional?,0.90952754,4.533745,-1
259,260,¿Cómo podemos fortalecer la eficiencia administrativa sin generar un conflicto con el gobierno nacional?,[MISC] podemos fortalecer la eficiencia administrativa sin generar un conflicto con el gobierno nacional?,0.8277862,4.4844728,-1
260,261,¿Cómo puedo calcular el monto de mi Impuesto Automotor para el año 2018?,[MISC] puedo calcular el monto de mi [PER] para el año 2018?,8.3345175,9.800393,21
